Zeit,Kanal A,Kanal B
(s),(mV),(V)

9.46667139,10.76235000,-0.01037629
9.60000479,10.64028000,-0.00610370
9.73333819,10.15198000,-0.00915555
9.86667159,10.79592000,-0.01159703
10.00000499,10.65249000,-0.00854518
10.13333839,10.19166000,-0.00671407
10.26667179,10.66317000,0.01281777
10.40000519,10.71810000,-0.00610370
10.53333859,10.32441000,-0.00793481
10.66667199,10.59908000,-0.00671407
10.80000539,10.78829000,-0.00854518
10.93333879,10.47548000,-0.00915555
11.06667219,10.47700000,-0.00305185
11.20000559,10.78219000,-0.01159703
11.33333899,10.53194000,-0.02197333
11.46667239,10.40681000,-0.00671407
11.60000579,10.79592000,0.00122074
11.73333919,10.57771000,-0.00610370
11.86667259,10.34883000,-0.01525925
12.00000599,10.78524000,-0.00366222
12.13333939,10.51363000,0.00000000
12.26667279,10.30610000,-0.00793481
12.40000619,10.80813000,-0.00854518
12.53333959,10.53804000,-0.01220740
12.66667299,10.25269000,-0.00732444
12.80000639,10.89053000,-0.00671407
12.93333979,10.57009000,-0.00854518
13.06667319,10.19471000,-0.00854518
13.20000659,10.87527000,-0.00671407
13.33333999,10.58077000,-0.01098666
13.46667339,10.18250000,-0.01159703
13.60000679,10.85543000,-0.00732444
13.73334019,10.53957000,0.01953185
13.86667359,10.12452000,-0.00793481
14.00000699,10.80966000,-0.00183111
14.13334039,10.49226000,0.00061037
14.26667379,10.14283000,-0.01037629
14.40000719,10.78219000,-0.00549333
14.53334059,10.53652000,-0.01648000
14.66667399,10.11383000,-0.01648000
14.80000739,10.80508000,-0.01159703
14.93334079,10.54109000,-0.00244148
15.06667419,10.12452000,-0.01098666
15.20000759,10.81271000,-0.00793481
15.33334099,10.59297000,-0.00732444
15.46667439,10.10620000,-0.00671407
15.60000779,10.80660000,-0.00915555
15.73334119,10.64486000,-0.01586962
15.86667459,10.14283000,-0.04699850
16.00000799,10.78524000,-0.01220740
16.13334139,10.68300000,-0.00427259
16.26667479,10.20234000,-0.01281777
16.40000819,10.72726000,0.00000000
16.53334159,10.73641000,-0.00671407
16.66667499,10.32441000,-0.01159703
16.80000839,10.61739000,-0.01281777
16.93334179,10.79440000,-0.02807703
17.06667519,10.42055000,0.00244148
17.20000859,10.53804000,-0.00549333
17.33334199,10.78524000,-0.00671407
17.46667539,10.52889000,-0.01098666
17.60000879,10.45564000,-0.00915555
17.73334219,10.77608000,-0.00854518
17.86667559,10.57161000,-0.04882962
18.00000899,10.33814000,0.01098666
18.13334239,10.81576000,-0.01098666
18.26667579,10.56246000,-0.00549333
18.40000919,10.32746000,-0.01098666
18.53334258,10.78066000,-0.02929777
18.66667598,10.57619000,-0.00793481
18.80000938,10.27100000,-0.00610370
18.93334278,10.86001000,-0.01098666
19.06667618,10.54109000,-0.00305185
19.20000958,10.22217000,-0.01098666
19.33334298,10.89206000,-0.00671407
19.46667638,10.53499000,0.00854518
19.60000978,10.19013000,-0.01220740
19.73334318,10.88900000,-0.00915555
19.86667658,10.54567000,-0.00366222
20.00000998,10.18403000,-0.01159703
20.13334338,10.87680000,-0.00671407
20.26667678,10.51210000,-0.01342814
20.40001018,10.16114000,-0.00793481
20.53334358,10.83254000,-0.00671407
20.66667698,10.55177000,-0.00366222
20.80001038,10.14283000,-0.00854518
20.93334378,10.82186000,-0.00854518
21.06667718,10.52431000,-0.00366222
21.20001058,10.11689000,-0.00671407
21.33334398,10.81118000,-0.00671407
21.46667738,10.53499000,-0.01342814
21.60001078,10.12757000,0.00793481
21.73334418,10.80813000,-0.01159703
21.86667758,10.52889000,-0.01525925
22.00001098,10.11841000,-0.01159703
22.13334438,10.82186000,-0.01037629
22.26667778,10.59297000,-0.00549333
22.40001118,10.13520000,-0.00915555
22.53334458,10.79745000,-0.00915555
22.66667798,10.67080000,-0.01037629
22.80001138,10.16724000,-0.00732444
22.93334478,10.78677000,-0.01037629
23.06667818,10.69369000,-0.01403851
23.20001158,10.19623000,-0.01403851
23.33334498,10.72573000,-0.01281777
23.46667838,10.71047000,-0.00915555
23.60001178,10.29694000,-0.00549333
23.73334518,10.63570000,-0.03173925
23.86667858,10.77608000,-0.00793481
24.00001198,10.42207000,-0.00854518
24.13334538,10.54567000,-0.01342814
24.26667878,10.78677000,-0.01037629
24.40001218,10.48158000,-0.00793481
24.53334558,10.51973000,0.02136296
24.66667898,10.80813000,-0.00427259
24.80001238,10.56398000,-0.00732444
24.93334578,10.43123000,-0.01709037
25.06667918,10.77303000,-0.00610370
25.20001258,10.50447000,0.00305185
25.33334598,10.37477000,-0.00793481
25.46667938,10.82186000,-0.00305185
25.60001278,10.51668000,-0.00793481
25.73334618,10.37477000,-0.00793481
25.86667958,10.83102000,-0.00732444
26.00001298,10.58992000,-0.00915555
26.13334638,10.29084000,-0.01281777
26.26667978,10.79592000,-0.01037629
26.40001318,10.56551000,-0.01403851
26.53334658,10.25422000,-0.00854518
26.66667998,10.87069000,-0.00366222
26.80001338,10.56246000,-0.00549333
26.93334678,10.24354000,-0.00915555
27.06668018,10.85543000,-0.00732444
27.20001358,10.54109000,-0.00793481
27.33334698,10.18403000,-0.00549333
27.46668038,10.84475000,-0.01037629
27.60001378,10.55330000,-0.00610370
27.73334718,10.17182000,-0.00854518
27.86668058,10.83712000,-0.00793481
28.00001398,10.53652000,-0.00549333
28.13334738,10.13825000,-0.00732444
28.26668078,10.81729000,-0.00793481
28.40001418,10.51057000,-0.00671407
28.53334758,10.15046000,-0.01220740
28.66668098,10.75930000,-0.00671407
28.80001438,10.50294000,-0.02258370
28.93334778,10.15656000,-0.01159703
29.06668118,10.81576000,-0.00793481
29.20001458,10.56093000,-0.01525925
29.33334798,10.05890000,-0.00793481
29.46668138,10.81271000,-0.00732444
29.60001478,10.60823000,-0.00366222
29.73334818,10.11841000,-0.00183111
29.86668158,10.80050000,-0.01098666
30.00001498,10.63723000,-0.01159703
30.13334838,10.12757000,-0.01403851
30.26668178,10.78982000,-0.05127110
30.40001518,10.68453000,-0.00671407
30.53334858,10.20081000,-0.00732444
30.66668198,10.69521000,-0.04882962
30.80001538,10.73489000,-0.00854518
30.93334877,10.23286000,-0.00915555
31.06668217,10.65401000,-0.01159703
31.20001557,10.78829000,-0.00915555
31.33334897,10.38392000,-0.01037629
31.46668237,10.61281000,-0.00549333
31.60001577,10.77456000,-0.01220740
31.73334917,10.47853000,-0.01342814
31.86668257,10.53804000,0.01098666
32.00001597,10.78677000,-0.00549333
32.13334937,10.51515000,-0.00854518
32.26668277,10.45717000,-0.00610370
32.40001617,10.81729000,-0.00427259
32.53334957,10.56703000,-0.00854518
32.66668297,10.38240000,-0.01342814
32.80001637,10.78829000,-0.00793481
32.93334977,10.55483000,-0.00793481
33.06668317,10.31831000,-0.00183111
33.20001657,10.77456000,-0.00549333
33.33334997,10.57619000,-0.01037629
33.46668337,10.27863000,0.01770074
33.60001677,10.87680000,-0.00244148
33.73335017,10.55788000,-0.01037629
33.86668357,10.26185000,-0.01220740
34.00001697,10.91037000,-0.00427259
34.13335037,10.55483000,-0.00610370
34.26668377,10.20844000,-0.00732444
34.40001717,10.93478000,-0.04577776
34.53335057,10.56093000,-0.00793481
34.66668397,10.18403000,-0.01098666
34.80001737,10.89816000,-0.01037629
34.93335077,10.55025000,-0.00305185
35.06668417,10.15046000,-0.00610370
35.20001757,10.86764000,-0.01159703
35.33335097,10.54567000,-0.01586962
35.46668437,10.15198000,-0.01037629
35.60001777,10.84780000,0.00732444
35.73335117,10.51363000,-0.01159703
35.86668457,10.14740000,-0.00305185
36.00001797,10.82491000,-0.00854518
36.13335137,10.56398000,-0.00671407
36.26668477,10.16419000,-0.01159703
36.40001817,10.78524000,-0.00915555
36.53335157,10.55177000,-0.00915555
36.66668497,10.14283000,-0.00122074
36.80001837,10.85696000,-0.00549333
36.93335177,10.58382000,-0.00427259
37.06668517,10.11536000,-0.00122074
37.20001857,10.78982000,-0.00854518
37.33335197,10.64791000,-0.00915555
37.46668537,10.16724000,-0.01098666
37.60001877,10.78982000,-0.00915555
37.73335217,10.70131000,-0.01098666
37.86668557,10.18403000,-0.00793481
38.00001897,10.75014000,-0.00671407
38.13335237,10.73031000,-0.00915555
38.26668577,10.23133000,-0.01037629
38.40001917,10.68148000,0.01159703
38.53335257,10.76846000,0.00183111
38.66668597,10.31526000,-0.01281777
38.80001937,10.62807000,-0.01709037
38.93335277,10.79897000,-0.00427259
39.06668617,10.46785000,-0.00915555
39.20001957,10.56093000,-0.00915555
39.33335297,10.80508000,-0.00671407
39.46668637,10.49684000,-0.01098666
39.60001977,10.47700000,-0.00854518
39.73335317,10.81271000,-0.01098666
39.86668657,10.54720000,-0.00915555
40.00001997,10.45564000,-0.00122074
40.13335337,10.82034000,-0.00732444
40.26668677,10.57314000,-0.00671407
40.40002017,10.38698000,-0.01220740
40.53335357,10.83102000,-0.00793481
40.66668697,10.57009000,-0.01098666
40.80002037,10.37324000,-0.00671407
40.93335377,10.84628000,0.00305185
41.06668717,10.61892000,-0.01098666
41.20002057,10.31831000,-0.00854518
41.33335397,10.80050000,-0.00915555
41.46668737,10.57466000,-0.01281777
41.60002077,10.29389000,-0.00549333
41.73335417,10.84780000,-0.00732444
41.86668757,10.57466000,-0.00671407
42.00002097,10.24659000,-0.00610370
42.13335437,10.90579000,-0.01220740
42.26668777,10.57466000,-0.01220740
42.40002117,10.21149000,-0.01037629
42.53335457,10.90732000,-0.00793481
42.66668797,10.56246000,-0.00732444
42.80002137,10.19013000,-0.00793481
42.93335477,10.86306000,0.00488296
43.06668817,10.54720000,-0.00305185
43.20002156,10.17029000,-0.03418073
43.33335496,10.85238000,-0.01525925
43.46668836,10.51973000,-0.00915555
43.60002176,10.16724000,-0.00793481
43.73335516,10.83102000,-0.01098666
43.86668856,10.49684000,-0.01831111
44.00002196,10.13825000,-0.01098666
44.13335536,10.86001000,-0.01159703
44.26668876,10.56093000,-0.00915555
44.40002216,10.14893000,-0.00854518
44.53335556,10.82186000,-0.00244148
44.66668896,10.55483000,-0.00610370
44.80002236,10.16266000,-0.01098666
44.93335576,10.79440000,-0.00366222
45.06668916,10.57314000,-0.01037629
45.20002256,10.14130000,0.00671407
45.33335596,10.81881000,-0.00915555
45.46668936,10.58992000,-0.02441481
45.60002276,10.13978000,-0.00915555
45.73335616,10.82949000,-0.00915555
45.86668956,10.65554000,-0.00732444
46.00002296,10.13672000,-0.01220740
46.13335636,10.79592000,-0.00854518
46.26668976,10.66469000,-0.01037629
46.40002316,10.19166000,-0.00854518
46.53335656,10.78982000,-0.01586962
46.66668996,10.71352000,-0.00793481
46.80002336,10.19471000,-0.00915555
46.93335676,10.71505000,-0.01220740
47.06669016,10.74099000,-0.00427259
47.20002356,10.25574000,-0.02502518
47.33335696,10.69521000,-0.01159703
47.46669036,10.76083000,-0.01525925
47.60002376,10.35493000,-0.00427259
47.73335716,10.63112000,-0.00549333
47.86669056,10.79440000,-0.01403851
48.00002396,10.45259000,-0.01098666
48.13335736,10.57466000,-0.01098666
48.26669076,10.78829000,-0.01525925
48.40002416,10.49226000,-0.00915555
48.53335756,10.51668000,0.01831111
48.66669096,10.77761000,-0.00793481
48.80002436,10.55788000,-0.00732444
48.93335776,10.42665000,-0.01403851
49.06669116,10.82034000,-0.01037629
49.20002456,10.57466000,0.00671407
49.33335796,10.43580000,-0.00122074
49.46669136,10.83254000,-0.00244148
49.60002476,10.57619000,-0.00610370
49.73335816,10.35798000,-0.00244148
49.86669156,10.78524000,-0.00610370
50.00002496,10.57466000,-0.00732444
50.13335836,10.31983000,-0.01159703
50.26669176,10.79745000,-0.01831111
50.40002516,10.60060000,-0.00793481
50.53335856,10.27863000,-0.00793481
50.66669196,10.81576000,-0.00854518
50.80002536,10.58840000,-0.01220740
50.93335876,10.26795000,-0.00854518
51.06669216,10.85849000,-0.01403851
51.20002556,10.60213000,-0.05554369
51.33335896,10.25269000,-0.00915555
51.46669236,10.92715000,-0.00305185
51.60002576,10.58992000,-0.00305185
51.73335916,10.26185000,-0.01159703
51.86669256,10.88900000,-0.00305185
52.00002596,10.58077000,-0.00732444
52.13335936,10.22523000,-0.00549333
52.26669276,10.91037000,-0.00854518
52.40002616,10.58534000,-0.01648000
52.53335956,10.18250000,-0.01098666
52.66669296,10.89053000,0.01586962
52.80002636,10.55788000,-0.00122074
52.93335976,10.18250000,-0.00854518
53.06669316,10.84170000,-0.00793481
53.20002656,10.53499000,-0.01342814
53.33335996,10.20081000,-0.01037629
53.46669336,10.80966000,-0.01159703
53.60002676,10.54262000,-0.01098666
53.73336016,10.17335000,-0.01281777
53.86669356,10.80508000,-0.02197333
54.00002696,10.54872000,-0.00854518
54.13336036,10.16419000,-0.01220740
54.26669376,10.82797000,-0.00793481
54.40002716,10.54109000,-0.00793481
54.53336056,10.15656000,-0.01037629
54.66669396,10.81271000,-0.00854518
54.80002736,10.58840000,-0.02197333
54.93336076,10.15961000,-0.02319407
55.06669416,10.84170000,-0.00854518
55.20002756,10.62502000,-0.00793481
55.33336096,10.15503000,-0.00793481
55.46669436,10.83102000,-0.00915555
55.60002775,10.63570000,-0.00366222
55.73336115,10.13214000,0.00549333
55.86669455,10.80203000,-0.00671407
56.00002795,10.63112000,-0.01770074
56.13336135,10.19776000,-0.01403851
56.26669475,10.76388000,-0.06775109
56.40002815,10.70437000,-0.00732444
56.53336155,10.21455000,-0.01037629
56.66669495,10.74709000,-0.01037629
56.80002835,10.76235000,-0.00915555
56.93336175,10.29694000,-0.00732444
57.06669515,10.68300000,-0.02014222
57.20002855,10.80050000,-0.00854518
57.33336195,10.37324000,-0.01525925
57.46669535,10.60671000,-0.01342814
57.60002875,10.80508000,-0.00915555
57.73336215,10.46022000,-0.00671407
57.86669555,10.56093000,-0.01220740
58.00002895,10.80813000,-0.01037629
58.13336235,10.50752000,-0.01037629
58.26669575,10.47548000,-0.02014222
58.40002915,10.79897000,-0.00854518
58.53336255,10.56246000,-0.00671407
58.66669595,10.44649000,-0.00793481
58.80002935,10.82491000,-0.00915555
58.93336275,10.60518000,-0.01159703
59.06669615,10.35493000,-0.00793481
59.20002955,10.80660000,-0.00366222
59.33336295,10.58687000,-0.00854518
59.46669635,10.33814000,-0.01586962
59.60002975,10.83254000,-0.00915555
59.73336315,10.55483000,-0.04577776
59.86669655,10.32746000,-0.00793481
60.00002995,10.81729000,-0.00244148
60.13336335,10.57771000,-0.02014222
60.26669675,10.26032000,-0.00671407
60.40003015,10.85391000,-0.00671407
60.53336355,10.55940000,-0.01098666
60.66669695,10.26795000,-0.00305185
60.80003035,10.90579000,-0.00732444
60.93336375,10.59297000,-0.00610370
61.06669715,10.24354000,-0.04211554
61.20003055,10.91800000,-0.00793481
61.33336395,10.55940000,-0.00915555
61.46669735,10.21455000,-0.00793481
61.60003075,10.87985000,-0.01403851
61.73336415,10.54720000,-0.01892148
61.86669755,10.18403000,-0.00366222
62.00003095,10.85238000,-0.00854518
62.13336435,10.53957000,-0.00732444
62.26669775,10.13978000,-0.01220740
62.40003115,10.82339000,-0.01648000
62.53336455,10.56398000,-0.01342814
62.66669795,10.16266000,-0.01403851
62.80003135,10.85391000,-0.01403851
62.93336475,10.59603000,-0.00732444
63.06669815,10.17487000,-0.00793481
63.20003155,10.85238000,-0.00915555
63.33336495,10.58382000,-0.01342814
63.46669835,10.14893000,-0.00671407
63.60003175,10.81271000,-0.01892148
63.73336515,10.65401000,-0.00854518
63.86669855,10.15046000,-0.00549333
64.00003195,10.83102000,-0.01159703
64.13336535,10.66469000,-0.01220740
64.26669875,10.19929000,-0.01037629
64.40003215,10.76998000,-0.01159703
64.53336555,10.72878000,-0.00305185
64.66669895,10.22980000,-0.00793481
64.80003235,10.75930000,-0.01037629
64.93336575,10.76998000,-0.01159703
65.06669915,10.29694000,-0.01098666
65.20003255,10.69369000,-0.01098666
65.33336595,10.79287000,-0.00610370
65.46669935,10.42665000,-0.01037629
65.60003275,10.61281000,0.04150517
65.73336615,10.77608000,-0.00305185
65.86669955,10.52736000,-0.00305185
66.00003295,10.50752000,0.00488296
66.13336635,10.80508000,-0.00549333
66.26669975,10.60213000,-0.00671407
66.40003315,10.42512000,-0.01342814
66.53336655,10.79745000,-0.00793481
66.66669995,10.58992000,-0.00854518
66.80003335,10.36409000,-0.00793481
66.93336675,10.84323000,0.01342814
67.06670015,10.58840000,-0.01831111
67.20003355,10.33967000,-0.00305185
67.33336695,10.83102000,-0.01037629
67.46670035,10.91189000,13.56609000
67.60003375,10.49532000,13.50749000
67.73336715,10.93631000,13.50444000
67.86670054,10.32289000,13.50566000
68.00003394,10.45564000,13.50444000
68.13336734,10.99582000,13.50261000
68.26670074,10.34120000,13.51054000
68.40003414,10.44954000,13.50444000
68.53336754,11.05075000,13.50505000
68.66670094,10.32289000,13.49284000
68.80003434,10.36561000,13.50139000
68.93336774,11.07059000,13.50383000
69.06670114,10.34730000,13.50749000
69.20003454,10.35798000,13.50810000
69.33336794,11.11179000,13.50322000
69.46670134,10.31373000,13.48918000
69.60003474,10.26490000,13.50444000
69.73336814,11.16062000,13.50688000
69.86670154,10.35340000,13.51176000
70.00003494,10.21912000,13.50566000
70.13336834,11.14689000,13.51299000
70.26670174,10.37019000,13.49834000
70.40003514,10.18403000,13.50322000
70.53336854,11.14994000,13.50932000
70.66670194,10.40834000,13.50871000
70.80003534,10.11689000,13.51176000
70.93336874,11.16978000,13.50688000
71.06670214,10.42970000,13.49956000
71.20003554,10.09705000,13.50810000
71.33336894,11.12552000,13.50810000
71.46670234,10.49684000,13.50810000
71.60003574,10.03143000,13.51054000
71.73336914,11.11637000,13.50993000
71.86670254,10.48921000,13.52641000
72.00003594,10.10468000,13.49101000
72.13336934,11.09195000,13.50505000
72.26670274,10.57161000,13.50871000
72.40003614,10.06806000,13.50932000
72.53336954,11.02481000,13.50444000
72.66670294,10.62807000,13.50383000
72.80003634,10.08179000,13.50932000
72.93336974,10.91647000,13.51421000
73.06670314,10.68148000,13.50993000
73.20003654,10.15503000,13.50810000
73.33336994,10.85543000,13.50871000
73.46670334,10.71810000,13.50749000
73.60003674,10.18708000,13.50383000
73.73337014,10.76388000,13.50932000
73.86670354,10.76540000,13.51360000
74.00003694,10.25269000,13.51237000
74.13337034,10.71047000,13.51237000
74.26670374,10.83560000,13.51237000
74.40003714,10.20081000,13.52031000
74.53337054,10.63112000,13.50993000
74.66670394,10.85696000,13.50566000
74.80003734,10.24964000,13.51482000
74.93337074,10.58687000,13.50566000
75.06670414,10.85696000,13.51054000
75.20003754,10.28169000,13.51482000
75.33337094,10.53194000,13.50871000
75.46670434,10.88595000,13.50566000
75.60003774,10.31678000,13.51726000
75.73337114,10.47090000,13.50932000
75.86670454,10.98209000,13.49529000
76.00003794,10.32594000,13.50810000
76.13337134,10.44343000,13.50871000
76.26670474,11.00955000,13.51054000
76.40003814,10.30305000,13.51176000
76.53337154,10.42055000,13.51237000
76.66670494,11.06448000,13.51482000
76.80003834,10.34730000,13.51237000
76.93337174,10.36103000,13.50932000
77.06670514,11.10874000,13.50810000
77.20003854,10.35493000,13.51787000
77.33337194,10.31678000,13.51054000
77.46670534,11.11637000,13.50017000
77.60003874,10.32746000,13.48857000
77.73337214,10.26795000,13.51176000
77.86670554,11.14536000,13.50871000
78.00003894,10.35951000,13.50993000
78.13337234,10.18708000,13.51176000
78.26670574,11.14078000,13.51237000
78.40003914,10.38392000,13.51054000
78.53337254,10.17945000,13.51299000
78.66670594,11.15299000,13.50505000
78.80003934,10.39460000,13.51360000
78.93337274,10.11383000,13.51421000
79.06670614,11.18503000,13.50932000
79.20003954,10.46175000,13.51176000
79.33337294,10.05585000,13.51237000
79.46670634,11.13620000,13.50932000
79.60003974,10.48006000,13.48613000
79.73337314,10.03754000,13.50810000
79.86670654,11.16062000,13.51176000
80.00003994,10.51668000,13.50993000
80.13337334,10.05890000,13.51726000
80.26670673,11.14689000,13.51176000
80.40004013,10.56093000,13.51482000
80.53337353,10.09247000,13.50566000
80.66670693,11.01718000,13.51176000
80.80004033,10.61892000,13.51360000
80.93337373,10.08637000,13.51421000
81.06670713,10.97140000,13.51054000
81.20004053,10.65706000,13.50932000
81.33337393,10.11994000,13.51482000
81.46670733,10.89511000,13.50566000
81.60004073,10.70131000,13.51054000
81.73337413,10.19471000,13.51787000
81.86670753,10.80508000,13.50810000
82.00004093,10.75167000,13.51176000
82.13337433,10.23896000,13.50749000
82.26670773,10.72573000,13.51360000
82.40004113,10.79592000,13.51054000
82.53337453,10.25269000,13.50993000
82.66670793,10.66317000,13.52275000
82.80004133,10.84323000,13.50505000
82.93337473,10.27863000,13.51360000
83.06670813,10.59450000,13.50444000
83.20004153,10.86612000,13.51421000
83.33337493,10.31678000,13.50871000
83.46670833,10.57314000,13.51482000
83.60004173,10.90579000,13.51543000
83.73337513,10.27711000,13.50749000
83.86670853,10.51363000,13.50505000
84.00004193,10.94546000,13.51360000
84.13337533,10.34730000,13.51360000
84.26670873,10.47700000,13.51482000
84.40004213,11.00345000,13.50993000
84.53337553,10.33814000,13.50932000
84.66670893,10.46175000,13.50932000
84.80004233,11.04160000,13.49895000
84.93337573,10.32441000,13.51054000
85.06670913,10.41292000,13.51543000
85.20004253,11.07669000,13.50810000
85.33337593,10.36256000,13.51360000
85.46670933,10.37629000,13.50993000
85.60004273,11.10416000,13.51299000
85.73337613,10.35798000,13.52458000
85.86670953,10.28779000,13.50932000
86.00004293,11.11789000,13.50810000
86.13337633,10.35340000,13.51543000
86.26670973,10.28169000,13.51176000
86.40004313,11.18351000,13.50993000
86.53337653,10.39003000,13.50993000
86.66670993,10.23896000,13.52397000
86.80004333,11.13773000,13.51848000
86.93337673,10.35798000,13.50871000
87.06671013,10.20081000,13.51360000
87.20004353,11.16367000,13.50993000
87.33337693,10.45259000,13.51665000
87.46671033,10.14283000,13.50871000
87.60004373,11.16825000,13.50810000
87.73337713,10.45717000,13.50932000
87.86671053,10.11994000,13.51360000
88.00004393,11.19571000,13.50749000
88.13337733,10.53957000,13.50993000
88.26671073,10.06653000,13.50993000
88.40004413,11.17740000,13.51421000
88.53337753,10.53652000,13.51054000
88.66671093,10.08637000,13.51482000
88.80004433,11.14994000,13.51237000
88.93337773,10.57619000,13.51176000
89.06671113,10.14130000,13.51176000
89.20004453,11.07517000,13.51299000
89.33337793,10.64028000,13.51237000
89.46671133,10.12452000,13.50505000
89.60004473,10.99582000,13.50932000
89.73337813,10.67690000,13.51421000
89.86671153,10.16114000,13.51543000
90.00004493,10.94089000,13.51726000
90.13337833,10.67537000,13.51054000
90.26671173,10.16724000,13.51543000
90.40004513,10.85849000,13.50810000
90.53337853,10.77761000,13.50993000
90.66671193,10.24812000,13.51237000
90.80004533,10.76998000,13.50810000
90.93337873,10.80813000,13.50749000
91.06671213,10.26643000,13.51237000
91.20004553,10.72726000,13.51054000
91.33337893,10.88900000,13.51237000
91.46671233,10.28474000,13.50993000
91.60004573,10.62349000,13.51237000
91.73337913,10.94546000,13.50932000
91.86671253,10.30305000,13.51237000
92.00004593,10.61434000,13.51176000
92.13337933,10.93936000,13.51054000
92.26671273,10.32746000,13.51360000
92.40004613,10.56551000,13.50566000
92.53337952,10.97140000,13.51237000
92.66671292,10.35188000,13.51421000
92.80004632,10.52736000,13.50810000
92.93337972,11.03092000,13.51054000
93.06671312,10.37172000,13.51543000
93.20004652,10.45717000,13.50566000
93.33337992,11.09500000,13.50993000
93.46671332,10.38698000,13.51482000
93.60004672,10.42970000,13.51726000
93.73338012,11.11637000,13.50993000
93.86671352,10.40071000,13.51421000
94.00004692,10.42055000,13.51360000
94.13338032,11.15604000,13.51665000
94.26671372,10.38850000,13.51970000
94.40004712,10.37477000,13.51176000
94.53338052,11.20640000,13.50993000
94.66671392,10.40986000,13.51543000
94.80004732,10.31526000,13.51176000
94.93338072,11.21097000,13.50993000
95.06671412,10.41902000,13.51726000
95.20004752,10.23438000,13.50993000
95.33338092,11.26286000,13.51237000
95.46671432,10.41749000,13.51299000
95.60004772,10.23896000,13.51299000
95.73338112,11.22623000,13.51237000
95.86671452,10.49684000,13.50871000
96.00004792,10.17640000,13.50749000
96.13338132,11.22776000,13.51176000
96.26671472,10.50600000,13.51299000
96.40004812,10.14283000,13.51237000
96.53338152,11.23234000,13.51360000
96.66671492,10.58077000,13.51360000
96.80004832,10.09552000,13.49773000
96.93338172,11.20945000,13.51237000
97.06671512,10.59908000,13.51176000
97.20004852,10.15656000,13.50810000
97.33338192,11.15909000,13.51421000
97.46671532,10.59908000,13.51176000
97.60004872,10.17487000,13.51054000
97.73338212,11.12552000,13.50749000
97.86671552,10.66774000,13.51299000
98.00004892,10.21912000,13.50749000
98.13338232,11.06448000,13.52763000
98.26671572,10.71200000,13.51909000
98.40004912,10.24964000,13.51909000
98.53338252,10.96377000,13.50688000
98.66671592,10.76540000,13.50871000
98.80004932,10.28779000,13.51237000
98.93338272,10.91494000,13.51726000
99.06671612,10.80050000,13.50932000
99.20004952,10.30152000,13.50566000
99.33338292,10.82034000,13.50993000
99.46671632,10.88137000,13.52153000
